(0.7221810817718506,)
(0.7221810817718506,)
(0.7221810817718506,)
(0.7688326835632324,)
(0.8062770366668701,)
(0.8143539428710938,)
(0.8154611587524414,)
(0.8154611587524414,)
(0.8183169364929199,)
(0.8183169364929199,)
(0.9013924598693848,)
(0.9013924598693848,)
(0.9013924598693848,)
(1.0011529922485352,)
(1.003328561782837,)
(1.0043351650238037,)
(1.0070104598999023,)
(1.0070104598999023,)
(1.0070104598999023,)
(1.0070104598999023,)
(1.143928050994873,)
(1.143928050994873,)
(1.1499364376068115,)
(1.1499364376068115,)
(1.2238085269927979,)
(1.23616361618042,)
(1.2402968406677246,)
(1.2402968406677246,)
(1.2402968406677246,)
(1.3297436237335205,)
(1.3297436237335205,)
(1.3381757736206055,)
(1.3381757736206055,)
(1.3381757736206055,)
(1.3665668964385986,)
(1.4598338603973389,)
(1.4681227207183838,)
(1.4681227207183838,)
(1.4681227207183838,)
(1.6333115100860596,)
(1.6370995044708252,)
(1.6370995044708252,)
(1.6386046409606934,)
(1.6386046409606934,)
(1.6386046409606934,)
(1.662865400314331,)
(1.662865400314331,)
(1.7271955013275146,)
(1.733424425125122,)
(1.733424425125122,)
(1.738100528717041,)
(1.738100528717041,)
(1.738100528717041,)
(1.841583251953125,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.8906586170196533,)
(1.9000084400177002,)
(1.901057243347168,)
(1.901057243347168,)
(1.901057243347168,)
(1.901057243347168,)
(1.901057243347168,)
(1.901057243347168,)
(1.901057243347168,)
(1.9047913551330566,)
(1.9047913551330566,)
(1.9052777290344238,)
(1.9052777290344238,)
(1.9052777290344238,)
(1.9052777290344238,)
(1.9052777290344238,)
(1.906954288482666,)
(1.9071791172027588,)
(1.9077064990997314,)
